amfi_code,date,nav
FUND18,2025-01-01,15.1378
FUND18,2025-01-02,15.1562
FUND18,2025-01-03,14.9479
FUND18,2025-01-06,14.934
FUND18,2025-01-07,14.9419
FUND18,2025-01-08,15.0716
FUND18,2025-01-09,15.0639
FUND18,2025-01-10,15.199
FUND18,2025-01-13,15.0742
FUND18,2025-01-14,15.072
FUND18,2025-01-15,15.3599
FUND18,2025-01-16,15.1783
FUND18,2025-01-17,15.0561
FUND18,2025-01-20,15.0079
FUND18,2025-01-21,14.9177
FUND18,2025-01-22,15.194
FUND18,2025-01-23,15.0443
FUND18,2025-01-24,15.036
FUND18,2025-01-27,15.031
FUND18,2025-01-28,15.2008
FUND18,2025-01-29,15.0665
FUND18,2025-01-30,14.8542
FUND18,2025-01-31,14.9274
FUND18,2025-02-03,14.8835
FUND18,2025-02-04,14.9084
FUND18,2025-02-05,14.7911
FUND18,2025-02-06,14.745
FUND18,2025-02-07,14.6223
FUND18,2025-02-10,14.5044
FUND18,2025-02-11,14.4786
FUND18,2025-02-12,14.5454
FUND18,2025-02-13,14.3669
FUND18,2025-02-14,14.4848
FUND18,2025-02-17,14.7043
FUND18,2025-02-18,14.8659
FUND18,2025-02-19,14.7228
FUND18,2025-02-20,14.8047
FUND18,2025-02-21,15.0707
FUND18,2025-02-24,15.1272
FUND18,2025-02-25,15.0504
FUND18,2025-02-26,14.9513
FUND18,2025-02-27,14.8172
FUND18,2025-02-28,14.831
FUND18,2025-03-03,15.0144
FUND18,2025-03-04,14.9977
FUND18,2025-03-05,15.2037
FUND18,2025-03-06,15.128
FUND18,2025-03-07,15.1169
FUND18,2025-03-10,15.0335
FUND18,2025-03-11,14.9702
FUND18,2025-03-12,15.2533
FUND18,2025-03-13,15.2029
FUND18,2025-03-14,15.2247
FUND18,2025-03-17,15.2327
FUND18,2025-03-18,15.3779
FUND18,2025-03-19,15.727
FUND18,2025-03-20,15.8957
FUND18,2025-03-21,15.827
FUND18,2025-03-24,16.0503
FUND18,2025-03-25,16.0476
FUND18,2025-03-26,16.0214
FUND18,2025-03-27,16.24
FUND18,2025-03-28,16.2668
FUND18,2025-03-31,16.3277
FUND18,2025-04-01,15.9136
FUND18,2025-04-02,16.1251
FUND18,2025-04-03,15.9801
FUND18,2025-04-04,15.8851
FUND18,2025-04-07,15.8328
FUND18,2025-04-08,15.8956
FUND18,2025-04-09,15.9698
FUND18,2025-04-10,16.1198
FUND18,2025-04-11,16.1471
FUND18,2025-04-14,16.1045
FUND18,2025-04-15,16.1903
FUND18,2025-04-16,16.0909
FUND18,2025-04-17,15.9767
FUND18,2025-04-18,15.9477
FUND18,2025-04-21,16.0359
FUND18,2025-04-22,15.6805
FUND18,2025-04-23,15.648
FUND18,2025-04-24,15.5577
FUND18,2025-04-25,15.7266
FUND18,2025-04-28,15.605
FUND18,2025-04-29,15.759
FUND18,2025-04-30,15.7776
FUND18,2025-05-01,15.695
FUND18,2025-05-02,15.6135
FUND18,2025-05-05,15.5186
FUND18,2025-05-06,15.5771
FUND18,2025-05-07,15.4342
FUND18,2025-05-08,15.3048
FUND18,2025-05-09,15.2933
FUND18,2025-05-12,15.4997
FUND18,2025-05-13,15.5582
FUND18,2025-05-14,15.4909
FUND18,2025-05-15,15.3699
FUND18,2025-05-16,15.3339
FUND18,2025-05-19,15.3966
FUND18,2025-05-20,15.6857
FUND18,2025-05-21,15.7443
FUND18,2025-05-22,15.6573
FUND18,2025-05-23,15.3707
FUND18,2025-05-26,15.1195
FUND18,2025-05-27,15.3419
FUND18,2025-05-28,15.4908
FUND18,2025-05-29,15.6246
FUND18,2025-05-30,15.6172
FUND18,2025-06-02,15.5554
FUND18,2025-06-03,15.571
FUND18,2025-06-04,15.6439
FUND18,2025-06-05,15.5602
FUND18,2025-06-06,15.477
FUND18,2025-06-09,15.5104
FUND18,2025-06-10,15.5715
FUND18,2025-06-11,15.6805
FUND18,2025-06-12,15.7825
FUND18,2025-06-13,15.8665
FUND18,2025-06-16,15.7995
FUND18,2025-06-17,16.0074
FUND18,2025-06-18,15.8862
FUND18,2025-06-19,15.8017
FUND18,2025-06-20,15.8283
FUND18,2025-06-23,15.9103
FUND18,2025-06-24,16.1433
FUND18,2025-06-25,16.2815
FUND18,2025-06-26,16.0362
FUND18,2025-06-27,16.1409
FUND18,2025-06-30,15.9803
FUND18,2025-07-01,16.1398
FUND18,2025-07-02,15.9993
FUND18,2025-07-03,16.1486
FUND18,2025-07-04,16.1121
FUND18,2025-07-07,16.4589
FUND18,2025-07-08,16.1724
FUND18,2025-07-09,16.1978
FUND18,2025-07-10,16.0634
FUND18,2025-07-11,16.0515
FUND18,2025-07-14,15.8344
FUND18,2025-07-15,15.8454
FUND18,2025-07-16,15.9715
FUND18,2025-07-17,15.7917
FUND18,2025-07-18,15.6257
FUND18,2025-07-21,15.8134
FUND18,2025-07-22,15.6214
FUND18,2025-07-23,15.4843
FUND18,2025-07-24,15.2934
FUND18,2025-07-25,15.4941
FUND18,2025-07-28,15.5401
FUND18,2025-07-29,15.6825
FUND18,2025-07-30,15.5917
FUND18,2025-07-31,15.6689
FUND18,2025-08-01,15.6491
FUND18,2025-08-04,15.7707
FUND18,2025-08-05,15.6338
FUND18,2025-08-06,15.5371
FUND18,2025-08-07,15.9137
FUND18,2025-08-08,15.9812
FUND18,2025-08-11,16.0003
FUND18,2025-08-12,16.2627
FUND18,2025-08-13,15.9878
FUND18,2025-08-14,16.0842
FUND18,2025-08-15,15.9781
FUND18,2025-08-18,16.0844
FUND18,2025-08-19,15.9542
FUND18,2025-08-20,16.0927
FUND18,2025-08-21,16.0443
FUND18,2025-08-22,15.6997
FUND18,2025-08-25,15.8134
FUND18,2025-08-26,15.8891
FUND18,2025-08-27,15.9196
FUND18,2025-08-28,16.0833
FUND18,2025-08-29,16.2806
FUND18,2025-09-01,16.287
FUND18,2025-09-02,16.4567
FUND18,2025-09-03,16.7542
FUND18,2025-09-04,16.6225
FUND18,2025-09-05,16.4512
FUND18,2025-09-08,16.5811
FUND18,2025-09-09,16.2867
FUND18,2025-09-10,16.4537
FUND18,2025-09-11,16.4428
FUND18,2025-09-12,16.4577
FUND18,2025-09-15,16.3949
FUND18,2025-09-16,16.4685
FUND18,2025-09-17,16.4412
FUND18,2025-09-18,16.433
FUND18,2025-09-19,16.3924
FUND18,2025-09-22,16.7435
FUND18,2025-09-23,16.9432
FUND18,2025-09-24,16.8155
FUND18,2025-09-25,16.8673
FUND18,2025-09-26,16.9653
FUND18,2025-09-29,16.8669
FUND18,2025-09-30,16.9846
FUND18,2025-10-01,16.9318
FUND18,2025-10-02,16.8629
FUND18,2025-10-03,17.0667
FUND18,2025-10-06,17.0858
FUND18,2025-10-07,17.1725
FUND18,2025-10-08,17.4252
FUND18,2025-10-09,17.5193
FUND18,2025-10-10,17.6248
FUND18,2025-10-13,17.1992
FUND18,2025-10-14,17.3117
FUND18,2025-10-15,17.2827
FUND18,2025-10-16,16.8908
FUND18,2025-10-17,16.7789
FUND18,2025-10-20,16.8885
FUND18,2025-10-21,16.8211
FUND18,2025-10-22,16.8715
FUND18,2025-10-23,16.7755
FUND18,2025-10-24,16.7708
FUND18,2025-10-27,16.7187
FUND18,2025-10-28,16.982
FUND18,2025-10-29,17.1828
FUND18,2025-10-30,17.2324
FUND18,2025-10-31,17.3246
FUND18,2025-11-03,17.044
FUND18,2025-11-04,17.123
FUND18,2025-11-05,17.1166
FUND18,2025-11-06,17.0277
FUND18,2025-11-07,17.157
FUND18,2025-11-10,17.113
FUND18,2025-11-11,17.4668
FUND18,2025-11-12,17.4967
FUND18,2025-11-13,17.5294
FUND18,2025-11-14,17.3262
FUND18,2025-11-17,17.5448
FUND18,2025-11-18,17.583
FUND18,2025-11-19,17.6844
FUND18,2025-11-20,17.7291
FUND18,2025-11-21,17.8406
FUND18,2025-11-24,17.8832
FUND19,2023-01-02,84.9845
FUND19,2023-01-03,85.6999
FUND19,2023-01-04,85.933
FUND19,2023-01-05,86.3659
FUND19,2023-01-06,86.409
FUND19,2023-01-09,87.7911
FUND19,2023-01-10,87.8296
FUND19,2023-01-11,87.4993
FUND19,2023-01-12,87.5042
FUND19,2023-01-13,87.5551
FUND19,2023-01-16,85.9163
FUND19,2023-01-17,86.3556
FUND19,2023-01-18,85.9661
FUND19,2023-01-19,85.1453
FUND19,2023-01-20,84.2553
FUND19,2023-01-23,84.0405
FUND19,2023-01-24,81.7396
FUND19,2023-01-25,81.4066
FUND19,2023-01-26,82.2146
FUND19,2023-01-27,81.9473
FUND19,2023-01-30,80.8466
FUND19,2023-01-31,80.0043
FUND19,2023-02-01,80.0241
FUND19,2023-02-02,78.5857
FUND19,2023-02-03,77.7389
FUND19,2023-02-06,77.6359
FUND19,2023-02-07,76.6594
FUND19,2023-02-08,76.6646
FUND19,2023-02-09,76.8826
FUND19,2023-02-10,76.3673
FUND19,2023-02-13,75.7431
FUND19,2023-02-14,75.3012
FUND19,2023-02-15,74.9886
FUND19,2023-02-16,76.0809
FUND19,2023-02-17,75.4151
FUND19,2023-02-20,75.8593
FUND19,2023-02-21,75.3771
FUND19,2023-02-22,75.9136
FUND19,2023-02-23,75.9855
FUND19,2023-02-24,76.1522
FUND19,2023-02-27,75.0823
FUND19,2023-02-28,75.5691
FUND19,2023-03-01,76.5921
FUND19,2023-03-02,77.9589
FUND19,2023-03-03,78.3422
FUND19,2023-03-06,76.985
FUND19,2023-03-07,76.5859
FUND19,2023-03-08,76.0371
FUND19,2023-03-09,76.0669
FUND19,2023-03-10,76.2429
FUND19,2023-03-13,76.3965
FUND19,2023-03-14,77.3124
FUND19,2023-03-15,76.3907
FUND19,2023-03-16,76.4933
FUND19,2023-03-17,74.8243
FUND19,2023-03-20,75.2165
FUND19,2023-03-21,74.4085
FUND19,2023-03-22,74.6258
FUND19,2023-03-23,76.5349
FUND19,2023-03-24,77.2059
FUND19,2023-03-27,78.7592
FUND19,2023-03-28,77.6069
FUND19,2023-03-29,77.5528
FUND19,2023-03-30,77.8474
FUND19,2023-03-31,77.0491
FUND19,2023-04-03,77.2556
FUND19,2023-04-04,76.7658
FUND19,2023-04-05,76.0537
FUND19,2023-04-06,75.4418
FUND19,2023-04-07,75.018
FUND19,2023-04-10,74.1086
FUND19,2023-04-11,74.0596
FUND19,2023-04-12,75.5806
FUND19,2023-04-13,74.9322
FUND19,2023-04-14,74.1968
FUND19,2023-04-17,74.3184
FUND19,2023-04-18,74.9823
FUND19,2023-04-19,76.7473
FUND19,2023-04-20,78.0913
FUND19,2023-04-21,80.4173
FUND19,2023-04-24,81.2882
FUND19,2023-04-25,82.4292
FUND19,2023-04-26,82.4309
FUND19,2023-04-27,82.658
FUND19,2023-04-28,82.8996
FUND19,2023-05-01,84.0079
FUND19,2023-05-02,84.9603
FUND19,2023-05-03,85.1308
FUND19,2023-05-04,85.4693
FUND19,2023-05-05,84.5043
FUND19,2023-05-08,83.9843
FUND19,2023-05-09,83.4891
FUND19,2023-05-10,84.5642
FUND19,2023-05-11,84.9433
FUND19,2023-05-12,85.6855
FUND19,2023-05-15,86.419
FUND19,2023-05-16,84.8428
FUND19,2023-05-17,84.9939
FUND19,2023-05-18,86.5995
FUND19,2023-05-19,86.9991
FUND19,2023-05-22,86.8624
FUND19,2023-05-23,85.6706
FUND19,2023-05-24,87.9467
FUND19,2023-05-25,89.0137
FUND19,2023-05-26,89.9101
FUND19,2023-05-29,89.5463
FUND19,2023-05-30,89.0124
FUND19,2023-05-31,88.1519
FUND19,2023-06-01,88.0496
FUND19,2023-06-02,87.3283
FUND19,2023-06-05,88.6886
FUND19,2023-06-06,90.3995
FUND19,2023-06-07,91.2416
FUND19,2023-06-08,91.8151
FUND19,2023-06-09,91.6127
FUND19,2023-06-12,91.8233
FUND19,2023-06-13,91.0389
FUND19,2023-06-14,93.4058
FUND19,2023-06-15,93.8901
FUND19,2023-06-16,95.1759
FUND19,2023-06-19,93.5114
FUND19,2023-06-20,94.4904
FUND19,2023-06-21,95.2762
FUND19,2023-06-22,96.3784
FUND19,2023-06-23,96.3334
FUND19,2023-06-26,98.7142
FUND19,2023-06-27,99.1467
FUND19,2023-06-28,99.1801
FUND19,2023-06-29,99.7518
FUND19,2023-06-30,99.1181
FUND19,2023-07-03,98.7506
FUND19,2023-07-04,98.826
FUND19,2023-07-05,95.8641
FUND19,2023-07-06,96.4811
FUND19,2023-07-07,97.6108
FUND19,2023-07-10,97.0744
FUND19,2023-07-11,98.1405
FUND19,2023-07-12,98.747
FUND19,2023-07-13,99.9886
FUND19,2023-07-14,99.1239
FUND19,2023-07-17,101.2572
FUND19,2023-07-18,101.0113
FUND19,2023-07-19,101.8665
FUND19,2023-07-20,101.6622
FUND19,2023-07-21,99.5138
FUND19,2023-07-24,98.7228
FUND19,2023-07-25,99.1363
FUND19,2023-07-26,98.2731
FUND19,2023-07-27,97.6336
FUND19,2023-07-28,96.5385
FUND19,2023-07-31,95.5765
FUND19,2023-08-01,93.877
FUND19,2023-08-02,92.5897
FUND19,2023-08-03,91.7974
FUND19,2023-08-04,92.431
FUND19,2023-08-07,90.8105
FUND19,2023-08-08,90.8938
FUND19,2023-08-09,92.7527
FUND19,2023-08-10,92.0411
FUND19,2023-08-11,92.3954
FUND19,2023-08-14,93.2214
FUND19,2023-08-15,92.9331
FUND19,2023-08-16,96.056
FUND19,2023-08-17,95.5345
FUND19,2023-08-18,96.895
FUND19,2023-08-21,97.3765
FUND19,2023-08-22,97.6708
FUND19,2023-08-23,96.919
FUND19,2023-08-24,97.5571
FUND19,2023-08-25,96.3723
FUND19,2023-08-28,96.8189
FUND19,2023-08-29,96.2317
FUND19,2023-08-30,97.3971
FUND19,2023-08-31,97.1042
FUND19,2023-09-01,97.4125
FUND19,2023-09-04,97.8434
FUND19,2023-09-05,96.8919
FUND19,2023-09-06,96.6588
FUND19,2023-09-07,96.6381
FUND19,2023-09-08,95.5659
FUND19,2023-09-11,95.3863
FUND19,2023-09-12,95.7924
FUND19,2023-09-13,96.4523
FUND19,2023-09-14,97.516
FUND19,2023-09-15,97.9041
FUND19,2023-09-18,97.7629
FUND19,2023-09-19,96.9149
FUND19,2023-09-20,98.9977
FUND19,2023-09-21,97.1967
FUND19,2023-09-22,97.9985
FUND19,2023-09-25,98.7198
FUND19,2023-09-26,99.7609
FUND19,2023-09-27,102.3217
FUND19,2023-09-28,102.8595
FUND19,2023-09-29,103.5016
FUND19,2023-10-02,104.0977
FUND19,2023-10-03,105.0942
FUND19,2023-10-04,104.2049
FUND19,2023-10-05,105.7087
FUND19,2023-10-06,105.3426
FUND19,2023-10-09,103.5154
FUND19,2023-10-10,104.7864
FUND19,2023-10-11,104.4619
FUND19,2023-10-12,106.0273
FUND19,2023-10-13,106.4103
FUND19,2023-10-16,107.0357
FUND19,2023-10-17,106.5385
FUND19,2023-10-18,107.578
FUND19,2023-10-19,108.0362
FUND19,2023-10-20,108.3149
FUND19,2023-10-23,108.3943
FUND19,2023-10-24,108.2806
FUND19,2023-10-25,106.9769
FUND19,2023-10-26,106.6686
FUND19,2023-10-27,109.294
FUND19,2023-10-30,111.0688
FUND19,2023-10-31,111.7327
FUND19,2023-11-01,110.1154
FUND19,2023-11-02,110.2289
FUND19,2023-11-03,110.2605
FUND19,2023-11-06,110.5805
FUND19,2023-11-07,111.199
FUND19,2023-11-08,112.3942
FUND19,2023-11-09,112.31
FUND19,2023-11-10,111.4395
FUND19,2023-11-13,109.3723
FUND19,2023-11-14,108.4329
FUND19,2023-11-15,109.678
FUND19,2023-11-16,112.1732
FUND19,2023-11-17,112.8626
FUND19,2023-11-20,112.7308
FUND19,2023-11-21,113.0722
FUND19,2023-11-22,109.9049
FUND19,2023-11-23,108.1547
FUND19,2023-11-24,106.5329
FUND19,2023-11-27,105.1402
FUND19,2023-11-28,105.4239
FUND19,2023-11-29,106.1173
FUND19,2023-11-30,103.295
FUND19,2023-12-01,105.6033
FUND19,2023-12-04,106.8492
FUND19,2023-12-05,107.8665
FUND19,2023-12-06,106.82
FUND19,2023-12-07,105.9051
FUND19,2023-12-08,106.4063
FUND19,2023-12-11,105.6096
FUND19,2023-12-12,107.0944
FUND19,2023-12-13,107.765
FUND19,2023-12-14,107.6934
FUND19,2023-12-15,109.4204
FUND19,2023-12-18,109.2889
FUND19,2023-12-19,108.812
FUND19,2023-12-20,107.417
FUND19,2023-12-21,106.3353
FUND19,2023-12-22,108.6029
FUND19,2023-12-25,109.1034
FUND19,2023-12-26,108.2005
FUND19,2023-12-27,106.6622
FUND19,2023-12-28,107.1041
FUND19,2023-12-29,106.1103
FUND19,2024-01-01,105.176
FUND19,2024-01-02,105.1564
FUND19,2024-01-03,104.8693
FUND19,2024-01-04,103.7839
FUND19,2024-01-05,104.1093
FUND19,2024-01-08,103.3602
FUND19,2024-01-09,104.3638
FUND19,2024-01-10,104.3024
FUND19,2024-01-11,103.9432
FUND19,2024-01-12,104.7263
FUND19,2024-01-15,105.1564
FUND19,2024-01-16,105.7288
FUND19,2024-01-17,107.1175
FUND19,2024-01-18,107.9004
FUND19,2024-01-19,108.3524
FUND19,2024-01-22,108.7695
FUND19,2024-01-23,108.1611
FUND19,2024-01-24,108.4087
FUND19,2024-01-25,110.2691
FUND19,2024-01-26,111.228
FUND19,2024-01-29,110.652
FUND19,2024-01-30,109.2121
FUND19,2024-01-31,108.9968
FUND19,2024-02-01,107.7792
FUND19,2024-02-02,109.0331
FUND19,2024-02-05,110.2653
FUND19,2024-02-06,111.7343
FUND19,2024-02-07,111.2223
FUND19,2024-02-08,108.8122
FUND19,2024-02-09,107.3773
FUND19,2024-02-12,107.7452
FUND19,2024-02-13,109.0749
FUND19,2024-02-14,109.7921
FUND19,2024-02-15,109.9757
FUND19,2024-02-16,110.1714
FUND19,2024-02-19,110.6237
FUND19,2024-02-20,112.9884
FUND19,2024-02-21,113.5001
FUND19,2024-02-22,113.5258
FUND19,2024-02-23,114.3621
FUND19,2024-02-26,112.5619
FUND19,2024-02-27,112.6253
FUND19,2024-02-28,111.11
FUND19,2024-02-29,112.2953
FUND19,2024-03-01,112.0384
FUND19,2024-03-04,112.6616
FUND19,2024-03-05,111.201
FUND19,2024-03-06,114.0527
FUND19,2024-03-07,113.1292
FUND19,2024-03-08,113.6712
FUND19,2024-03-11,115.0974
FUND19,2024-03-12,114.3084
FUND19,2024-03-13,114.2978
FUND19,2024-03-14,114.1892
FUND19,2024-03-15,114.8701
FUND19,2024-03-18,111.8468
FUND19,2024-03-19,110.6601
FUND19,2024-03-20,111.4031
FUND19,2024-03-21,112.1289
FUND19,2024-03-22,112.1142
FUND19,2024-03-25,112.8305
FUND19,2024-03-26,112.2575
FUND19,2024-03-27,109.8411
FUND19,2024-03-28,108.0409
FUND19,2024-03-29,109.6558
FUND19,2024-04-01,108.635
FUND19,2024-04-02,106.8919
FUND19,2024-04-03,107.919
FUND19,2024-04-04,106.6903
FUND19,2024-04-05,105.3685
FUND19,2024-04-08,105.7488
FUND19,2024-04-09,104.718
FUND19,2024-04-10,106.0699
FUND19,2024-04-11,106.1271
FUND19,2024-04-12,106.779
FUND19,2024-04-15,105.5809
FUND19,2024-04-16,105.867
FUND19,2024-04-17,106.9137
FUND19,2024-04-18,105.9089
FUND19,2024-04-19,104.3505
FUND19,2024-04-22,102.9774
FUND19,2024-04-23,102.9672
FUND19,2024-04-24,105.7603
FUND19,2024-04-25,103.4369
FUND19,2024-04-26,102.2832
FUND19,2024-04-29,101.3141
FUND19,2024-04-30,98.8537
FUND19,2024-05-01,99.9394
FUND19,2024-05-02,100.3467
FUND19,2024-05-03,99.2271
FUND19,2024-05-06,98.995
FUND19,2024-05-07,97.6866
FUND19,2024-05-08,95.9732
FUND19,2024-05-09,95.5778
FUND19,2024-05-10,96.5143
FUND19,2024-05-13,96.8081
FUND19,2024-05-14,95.5944
FUND19,2024-05-15,96.4346
FUND19,2024-05-16,96.7774
FUND19,2024-05-17,95.6464
FUND19,2024-05-20,97.4171
FUND19,2024-05-21,95.7471
FUND19,2024-05-22,97.0116
FUND19,2024-05-23,96.2943
FUND19,2024-05-24,96.435
FUND19,2024-05-27,97.3795
FUND19,2024-05-28,96.43
FUND19,2024-05-29,95.8369
FUND19,2024-05-30,95.3935
FUND19,2024-05-31,96.8687
FUND19,2024-06-03,97.6442
FUND19,2024-06-04,97.8618
FUND19,2024-06-05,98.5711
FUND19,2024-06-06,98.1351
FUND19,2024-06-07,98.0392
FUND19,2024-06-10,99.3868
FUND19,2024-06-11,102.0173
FUND19,2024-06-12,102.7448
FUND19,2024-06-13,101.7022
FUND19,2024-06-14,102.0866
FUND19,2024-06-17,99.5636
FUND19,2024-06-18,100.7685
FUND19,2024-06-19,101.0866
FUND19,2024-06-20,100.2807
FUND19,2024-06-21,100.8575
FUND19,2024-06-24,99.6119
FUND19,2024-06-25,98.5274
FUND19,2024-06-26,99.1961
FUND19,2024-06-27,101.0778
FUND19,2024-06-28,100.5318
FUND19,2024-07-01,99.9637
FUND19,2024-07-02,99.2739
FUND19,2024-07-03,99.0208
FUND19,2024-07-04,98.8455
FUND19,2024-07-05,99.6264
FUND19,2024-07-08,99.6056
FUND19,2024-07-09,99.1621
FUND19,2024-07-10,98.4344
FUND19,2024-07-11,99.0556
FUND19,2024-07-12,99.6162
FUND19,2024-07-15,101.046
FUND19,2024-07-16,100.983
FUND19,2024-07-17,100.357
FUND19,2024-07-18,101.6053
FUND19,2024-07-19,102.1587
FUND19,2024-07-22,103.8117
FUND19,2024-07-23,105.2857
FUND19,2024-07-24,106.119
FUND19,2024-07-25,106.3779
FUND19,2024-07-26,106.3336
FUND19,2024-07-29,107.6966
FUND19,2024-07-30,109.1622
FUND19,2024-07-31,109.1073
FUND19,2024-08-01,110.8911
FUND19,2024-08-02,110.3325
FUND19,2024-08-05,109.2627
FUND19,2024-08-06,109.9701
FUND19,2024-08-07,109.5518
FUND19,2024-08-08,109.8674
FUND19,2024-08-09,110.3708
FUND19,2024-08-12,111.3534
FUND19,2024-08-13,110.9525
FUND19,2024-08-14,109.5079
FUND19,2024-08-15,109.1453
FUND19,2024-08-16,112.2797
FUND19,2024-08-19,113.7819
FUND19,2024-08-20,115.5264
FUND19,2024-08-21,113.7905
FUND19,2024-08-22,114.7502
FUND19,2024-08-23,114.8067
FUND19,2024-08-26,115.2448
FUND19,2024-08-27,113.0711
FUND19,2024-08-28,116.125
FUND19,2024-08-29,115.0328
FUND19,2024-08-30,116.1156
FUND19,2024-09-02,117.0646
FUND19,2024-09-03,118.6833
FUND19,2024-09-04,120.2541
FUND19,2024-09-05,120.5651
FUND19,2024-09-06,119.1505
FUND19,2024-09-09,120.5853
FUND19,2024-09-10,121.9868
FUND19,2024-09-11,121.9275
FUND19,2024-09-12,122.5155
FUND19,2024-09-13,122.8592
FUND19,2024-09-16,121.679
FUND19,2024-09-17,121.0598
FUND19,2024-09-18,121.6557
FUND19,2024-09-19,123.7119
FUND19,2024-09-20,123.0126
FUND19,2024-09-23,124.6427
FUND19,2024-09-24,123.6733
FUND19,2024-09-25,125.9831
FUND19,2024-09-26,125.5739
FUND19,2024-09-27,126.4327
FUND19,2024-09-30,126.4327
FUND19,2024-10-01,125.5523
FUND19,2024-10-02,126.9931
FUND19,2024-10-03,126.6948
FUND19,2024-10-04,125.8882
FUND19,2024-10-07,128.2476
FUND19,2024-10-08,128.157
FUND19,2024-10-09,127.4363
FUND19,2024-10-10,128.5016
FUND19,2024-10-11,126.7248
FUND19,2024-10-14,128.2628
FUND19,2024-10-15,129.6451
FUND19,2024-10-16,130.7189
FUND19,2024-10-17,131.136
FUND19,2024-10-18,130.259
FUND19,2024-10-21,131.0482
FUND19,2024-10-22,132.9941
FUND19,2024-10-23,133.3924
FUND19,2024-10-24,131.0348
FUND19,2024-10-25,135.2097
FUND19,2024-10-28,137.1594
FUND19,2024-10-29,137.5239
FUND19,2024-10-30,139.7503
FUND19,2024-10-31,141.3233
FUND19,2024-11-01,140.4272
FUND19,2024-11-04,140.6715
FUND19,2024-11-05,139.2035
FUND19,2024-11-06,138.6128
FUND19,2024-11-07,137.8671
FUND19,2024-11-08,139.5142
FUND19,2024-11-11,139.9971
FUND19,2024-11-12,141.4802
FUND19,2024-11-13,141.5599
FUND19,2024-11-14,145.2122
FUND19,2024-11-15,144.9717
FUND19,2024-11-18,144.0396
FUND19,2024-11-19,142.7699
FUND19,2024-11-20,144.9778
FUND19,2024-11-21,141.4432
FUND19,2024-11-22,141.9124
FUND19,2024-11-25,141.4575
FUND19,2024-11-26,142.6531
FUND19,2024-11-27,140.9464
FUND19,2024-11-28,140.2794
FUND19,2024-11-29,140.0366
FUND19,2024-12-02,141.2609
FUND19,2024-12-03,142.6688
FUND19,2024-12-04,145.2305
FUND19,2024-12-05,145.2151
FUND19,2024-12-06,144.0591
FUND19,2024-12-09,145.9678
FUND19,2024-12-10,148.9907
FUND19,2024-12-11,149.6674
FUND19,2024-12-12,149.1352
FUND19,2024-12-13,150.4737
FUND19,2024-12-16,151.1246
FUND19,2024-12-17,149.932
FUND19,2024-12-18,150.3289
FUND19,2024-12-19,149.9477
FUND19,2024-12-20,148.6807
FUND19,2024-12-23,152.7253
FUND19,2024-12-24,153.6188
FUND19,2024-12-25,154.6552
FUND19,2024-12-26,153.9945
FUND19,2024-12-27,154.7122
FUND19,2024-12-30,153.826
FUND19,2024-12-31,155.3434
FUND19,2025-01-01,157.2643
FUND19,2025-01-02,158.271
FUND19,2025-01-03,159.6492
FUND19,2025-01-06,160.384
FUND19,2025-01-07,160.3196
FUND19,2025-01-08,160.73
FUND19,2025-01-09,162.3413
FUND19,2025-01-10,162.2073
FUND19,2025-01-13,161.4066
FUND19,2025-01-14,157.9901
FUND19,2025-01-15,160.1798
FUND19,2025-01-16,159.2345
FUND19,2025-01-17,160.2728
FUND19,2025-01-20,158.9853
FUND19,2025-01-21,160.1651
FUND19,2025-01-22,160.991
FUND19,2025-01-23,159.1858
FUND19,2025-01-24,162.397
FUND19,2025-01-27,162.9547
FUND19,2025-01-28,164.1325
FUND19,2025-01-29,164.5919
FUND19,2025-01-30,163.4006
FUND19,2025-01-31,162.8832
FUND19,2025-02-03,166.3155
FUND19,2025-02-04,164.2051
FUND19,2025-02-05,163.5608
FUND19,2025-02-06,165.69
FUND19,2025-02-07,163.1765
FUND19,2025-02-10,160.9915
FUND19,2025-02-11,160.3424
FUND19,2025-02-12,159.8549
FUND19,2025-02-13,158.5364
FUND19,2025-02-14,157.2052
FUND19,2025-02-17,156.7879
FUND19,2025-02-18,159.1111
FUND19,2025-02-19,157.3811
FUND19,2025-02-20,161.1726
FUND19,2025-02-21,162.2271
FUND19,2025-02-24,159.9955
FUND19,2025-02-25,161.2823
FUND19,2025-02-26,161.2654
FUND19,2025-02-27,161.8913
FUND19,2025-02-28,165.8755
FUND19,2025-03-03,167.7862
FUND19,2025-03-04,167.0971
FUND19,2025-03-05,166.6924
FUND19,2025-03-06,164.7108
FUND19,2025-03-07,165.057
FUND19,2025-03-10,163.6566
FUND19,2025-03-11,165.4267
FUND19,2025-03-12,165.2629
FUND19,2025-03-13,167.7286
FUND19,2025-03-14,164.7523
FUND19,2025-03-17,163.6011
FUND19,2025-03-18,164.6016
FUND19,2025-03-19,165.1947
FUND19,2025-03-20,163.8489
FUND19,2025-03-21,162.0295
FUND19,2025-03-24,163.7601
FUND19,2025-03-25,161.9297
FUND19,2025-03-26,163.2213
FUND19,2025-03-27,163.4067
FUND19,2025-03-28,163.1758
FUND19,2025-03-31,162.1762
FUND19,2025-04-01,165.6517
FUND19,2025-04-02,164.7437
FUND19,2025-04-03,159.3466
FUND19,2025-04-04,159.0769
FUND19,2025-04-07,161.2489
FUND19,2025-04-08,161.3724
FUND19,2025-04-09,160.965
